,path,label,pca_Features
1622,s3://p8marionflore/Test/Pear Stone/146_100.jpg,Pear Stone,"[-4.380224714107371,3.3547468429903855]"
1623,s3://p8marionflore/Test/Strawberry Wedge/r2_199_100.jpg,Strawberry Wedge,"[-2.8767385608867095,5.8677783801242915]"
1624,s3://p8marionflore/Test/Onion Red/r2_181_100.jpg,Onion Red,"[-0.1403304346184488,7.492624337648212]"
1625,s3://p8marionflore/Test/Strawberry Wedge/r2_47_100.jpg,Strawberry Wedge,"[-1.9816871716693487,6.825095867744579]"
1626,s3://p8marionflore/Test/Strawberry Wedge/136_100.jpg,Strawberry Wedge,"[-0.10701343576403707,3.7543135739321922]"
1627,s3://p8marionflore/Test/Huckleberry/79_100.jpg,Huckleberry,"[4.3013311860624155,10.916816443554577]"
1628,s3://p8marionflore/Test/Grapefruit Pink/r_208_100.jpg,Grapefruit Pink,"[9.149844460215819,-5.844067005286278]"
1629,s3://p8marionflore/Test/Strawberry Wedge/r2_39_100.jpg,Strawberry Wedge,"[-1.6870602702145703,6.7698345457671225]"
1630,s3://p8marionflore/Test/Apple Granny Smith/r_46_100.jpg,Apple Granny Smith,"[0.6205508331759274,-2.6065259370791933]"
1631,s3://p8marionflore/Test/Fig/r2_149_100.jpg,Fig,"[0.019151658959636764,6.462836121209861]"
1632,s3://p8marionflore/Test/Pitahaya Red/r_153_100.jpg,Pitahaya Red,"[1.0516265235710478,6.261563405205847]"
1633,s3://p8marionflore/Test/Apple Granny Smith/r_40_100.jpg,Apple Granny Smith,"[0.4400105034514725,-3.191680921518455]"
1634,s3://p8marionflore/Test/Apple Pink Lady/290_100.jpg,Apple Pink Lady,"[5.524310946732688,-3.547454247354]"
1635,s3://p8marionflore/Test/Pear/r_72_100.jpg,Pear,"[0.044017043469127666,-4.047463835651005]"
1636,s3://p8marionflore/Test/Pear/r_73_100.jpg,Pear,"[-0.3280853569654885,-3.753320560122322]"
1637,s3://p8marionflore/Test/Pear/r_69_100.jpg,Pear,"[0.8628169622855444,-2.933813218398976]"
1638,s3://p8marionflore/Test/Kohlrabi/r_142_100.jpg,Kohlrabi,"[-4.555270408314119,8.066310904216698]"
1639,s3://p8marionflore/Test/Kohlrabi/r_274_100.jpg,Kohlrabi,"[-2.7455009201898313,5.548229557394256]"
1640,s3://p8marionflore/Test/Pear/87_100.jpg,Pear,"[-1.8357751793166794,-3.1570878504030992]"
1641,s3://p8marionflore/Test/Tomato 3/r_269_100.jpg,Tomato 3,"[6.994340427013397,7.585155784005441]"
1642,s3://p8marionflore/Test/Apple Granny Smith/r_65_100.jpg,Apple Granny Smith,"[0.6195206381687409,-2.4102025089677754]"
1643,s3://p8marionflore/Test/Potato Red Washed/r2_75_100.jpg,Potato Red Washed,"[8.942920477503309,2.9279945644134666]"
1644,s3://p8marionflore/Test/Apple Pink Lady/r_257_100.jpg,Apple Pink Lady,"[4.716481325120867,-3.1526957057790197]"
1645,s3://p8marionflore/Test/Tomato 1/r_14_100.jpg,Tomato 1,"[13.132865820428806,4.023507975299943]"
1646,s3://p8marionflore/Test/Apple Pink Lady/256_100.jpg,Apple Pink Lady,"[6.466168237515333,-4.1745525872199645]"
1647,s3://p8marionflore/Test/Tomato 1/r2_165_100.jpg,Tomato 1,"[9.695145818593112,4.97901064342165]"
1648,s3://p8marionflore/Test/Grapefruit Pink/69_100.jpg,Grapefruit Pink,"[8.341647544742376,-5.673930716896696]"
1649,s3://p8marionflore/Test/Cucumber Ripe 2/r_156_100.jpg,Cucumber Ripe 2,"[2.763413669558444,-4.373634599238899]"
1650,s3://p8marionflore/Test/Apple Golden 2/r_95_100.jpg,Apple Golden 2,"[-0.19596299714974047,-5.823188095222487]"
1651,s3://p8marionflore/Test/Carambula/r_272_100.jpg,Carambula,"[-3.735685172198004,3.0461171407337395]"
1652,s3://p8marionflore/Test/Apple Pink Lady/r_253_100.jpg,Apple Pink Lady,"[5.356819894970853,-3.511137831164541]"
1653,s3://p8marionflore/Test/Papaya/r_86_100.jpg,Papaya,"[-3.78415116302648,4.652275946075352]"
1654,s3://p8marionflore/Test/Apple Red Yellow 2/r_91_100.jpg,Apple Red Yellow 2,"[3.7248894730056623,1.6601215014980344]"
1655,s3://p8marionflore/Test/Lemon/86_100.jpg,Lemon,"[1.1580226108079037,-5.891021261372862]"
1656,s3://p8marionflore/Test/Maracuja/r_69_100.jpg,Maracuja,"[3.3549303832281203,-4.616983710231152]"
1657,s3://p8marionflore/Test/Grape Pink/326_100.jpg,Grape Pink,"[6.541040165614889,5.412109251432767]"
1658,s3://p8marionflore/Test/Apricot/r_322_100.jpg,Apricot,"[7.087488302381471,0.006251334272678067]"
1659,s3://p8marionflore/Test/Grape Pink/48_100.jpg,Grape Pink,"[5.497137963031657,5.296946039525381]"
1660,s3://p8marionflore/Test/Tomato 1/r2_232_100.jpg,Tomato 1,"[10.390636763779677,4.750525716155906]"
1661,s3://p8marionflore/Test/Grape Pink/r_72_100.jpg,Grape Pink,"[4.011258892000916,7.142170860168735]"
1662,s3://p8marionflore/Test/Potato Red/r2_1_100.jpg,Potato Red,"[1.7080422207321253,5.413474624144344]"
1663,s3://p8marionflore/Test/Apple Pink Lady/r_241_100.jpg,Apple Pink Lady,"[6.793832256157609,-2.9958186348506226]"
1664,s3://p8marionflore/Test/Grape Pink/76_100.jpg,Grape Pink,"[5.468085589869732,5.1981413019932186]"
1665,s3://p8marionflore/Test/Clementine/162_100.jpg,Clementine,"[11.696866704142792,-1.510958088447453]"
1666,s3://p8marionflore/Test/Tomato 1/r_276_100.jpg,Tomato 1,"[10.348582495444811,4.4090759719589485]"
1667,s3://p8marionflore/Test/Passion Fruit/r_26_100.jpg,Passion Fruit,"[6.538885879832374,9.450956891475041]"
1668,s3://p8marionflore/Test/Clementine/308_100.jpg,Clementine,"[13.088715498420648,-1.21919734844074]"
1669,s3://p8marionflore/Test/Tomato Yellow/r2_12_100.jpg,Tomato Yellow,"[12.945912289504285,-3.0005537031608185]"
1670,s3://p8marionflore/Test/Passion Fruit/r_293_100.jpg,Passion Fruit,"[10.043040071847093,8.204209687985136]"
1671,s3://p8marionflore/Test/Tomato Maroon/26_100.jpg,Tomato Maroon,"[13.944497485775349,3.930218917443899]"
1672,s3://p8marionflore/Test/Quince/r_59_100.jpg,Quince,"[2.3021644666037084,-5.600137351847684]"
1673,s3://p8marionflore/Test/Fig/37_100.jpg,Fig,"[1.696968681970784,3.933972491553937]"
1674,s3://p8marionflore/Test/Tomato Maroon/171_100.jpg,Tomato Maroon,"[9.375343221283723,5.444732687515653]"
1675,s3://p8marionflore/Test/Tomato Maroon/80_100.jpg,Tomato Maroon,"[12.281321628216286,4.1879672462724775]"
1676,s3://p8marionflore/Test/Carambula/r_209_100.jpg,Carambula,"[-2.9876760003491163,1.9254245195162667]"
1677,s3://p8marionflore/Test/Fig/40_100.jpg,Fig,"[1.7356023070346756,4.079552934042117]"
1678,s3://p8marionflore/Test/Tomato Maroon/276_100.jpg,Tomato Maroon,"[10.504468923755766,5.296409465715671]"
1679,s3://p8marionflore/Test/Mulberry/180_100.jpg,Mulberry,"[-3.033003243211625,7.474573274455693]"
1680,s3://p8marionflore/Test/Clementine/70_100.jpg,Clementine,"[11.584736724252574,-1.3045990788581558]"
1681,s3://p8marionflore/Test/Tomato 1/r2_259_100.jpg,Tomato 1,"[9.895640638710034,2.823678175841598]"
1682,s3://p8marionflore/Test/Potato Red/r2_109_100.jpg,Potato Red,"[5.241660781219784,-0.34009497545756223]"
1683,s3://p8marionflore/Test/Apple Red Yellow 2/r2_214_100.jpg,Apple Red Yellow 2,"[4.8556435632924915,-0.3236932077396882]"
1684,s3://p8marionflore/Test/Tomato 3/r2_39_100.jpg,Tomato 3,"[11.008485287220273,8.544478145742017]"
1685,s3://p8marionflore/Test/Tomato 1/r2_253_100.jpg,Tomato 1,"[9.597382579309956,3.1756049940724482]"
1686,s3://p8marionflore/Test/Ginger Root/r_86_100.jpg,Ginger Root,"[-5.289450305702862,5.826723245156319]"
1687,s3://p8marionflore/Test/Nut Forest/135_100.jpg,Nut Forest,"[5.100485405284533,7.026171006530418]"
1688,s3://p8marionflore/Test/Clementine/65_100.jpg,Clementine,"[10.605088887862522,-2.4144522573467473]"
1689,s3://p8marionflore/Test/Tomato Maroon/r_198_100.jpg,Tomato Maroon,"[10.98427254671459,6.127520792891449]"
1690,s3://p8marionflore/Test/Tomato Maroon/244_100.jpg,Tomato Maroon,"[13.307594097798784,4.0354193501689295]"
1691,s3://p8marionflore/Test/Avocado/54_100.jpg,Avocado,"[1.2529946627847,3.695646338300654]"
1692,s3://p8marionflore/Test/Nut Forest/315_100.jpg,Nut Forest,"[11.971867113689092,4.977597255333965]"
1693,s3://p8marionflore/Test/Cherry Rainier/r2_128_100.jpg,Cherry Rainier,"[10.628275616994914,-0.17244589115231648]"
1694,s3://p8marionflore/Test/Pepper Green/109_100.jpg,Pepper Green,"[3.2506584022255858,11.078932190998406]"
1695,s3://p8marionflore/Test/Avocado/81_100.jpg,Avocado,"[2.3443739125247367,7.350747517363775]"
1696,s3://p8marionflore/Test/Quince/r_327_100.jpg,Quince,"[1.9241336874227524,-4.838009409366399]"
1697,s3://p8marionflore/Test/Mango/r_25_100.jpg,Mango,"[6.109749161622979,5.7472465653007445]"
1698,s3://p8marionflore/Test/Tomato 3/r2_323_100.jpg,Tomato 3,"[11.670994602761189,6.568762997150439]"
1699,s3://p8marionflore/Test/Maracuja/r_200_100.jpg,Maracuja,"[3.5686146600568387,-6.955905241958125]"
1700,s3://p8marionflore/Test/Maracuja/r_192_100.jpg,Maracuja,"[2.9073183258166684,-7.355714436733956]"
1701,s3://p8marionflore/Test/Quince/r_167_100.jpg,Quince,"[1.1163700723125651,-3.067924700807203]"
1702,s3://p8marionflore/Test/Cherry Rainier/r_76_100.jpg,Cherry Rainier,"[10.242819401469365,1.4220059630517545]"
1703,s3://p8marionflore/Test/Passion Fruit/r_18_100.jpg,Passion Fruit,"[9.278043978563103,8.222541392938384]"
1704,s3://p8marionflore/Test/Passion Fruit/r_305_100.jpg,Passion Fruit,"[8.396470171416237,6.607127124899881]"
1705,s3://p8marionflore/Test/Cherry Rainier/r_317_100.jpg,Cherry Rainier,"[10.251289123321758,0.5573715117754824]"
1706,s3://p8marionflore/Test/Cherry 2/r2_282_100.jpg,Cherry 2,"[14.483579680316241,5.105066202113465]"
1707,s3://p8marionflore/Test/Nut Forest/368_100.jpg,Nut Forest,"[6.921618976140827,6.504709261015069]"
1708,s3://p8marionflore/Test/Pomegranate/r_251_100.jpg,Pomegranate,"[13.718931258037303,4.034627511150915]"
1709,s3://p8marionflore/Test/Peach 2/r2_287_100.jpg,Peach 2,"[4.802741914785033,-3.845384082352432]"
1710,s3://p8marionflore/Test/Pepper Green/218_100.jpg,Pepper Green,"[2.5701969187176,8.46154518068992]"
1711,s3://p8marionflore/Test/Tomato 3/r_198_100.jpg,Tomato 3,"[11.513866223617477,8.191703284475617]"
1712,s3://p8marionflore/Test/Apple Golden 3/312_100.jpg,Apple Golden 3,"[1.3755852230937142,-3.1059817029003702]"
1713,s3://p8marionflore/Test/Apple Red Yellow 2/129_100.jpg,Apple Red Yellow 2,"[3.4277300489399707,1.7162181718353124]"
1714,s3://p8marionflore/Test/Passion Fruit/r_299_100.jpg,Passion Fruit,"[9.029472313251523,6.895641378464281]"
1715,s3://p8marionflore/Test/Tomato 3/r_194_100.jpg,Tomato 3,"[10.826234591750156,8.034408724698231]"
1716,s3://p8marionflore/Test/Kaki/151_100.jpg,Kaki,"[12.708130456798077,1.5393206578735894]"
1717,s3://p8marionflore/Test/Lemon/r_214_100.jpg,Lemon,"[0.39442431427497016,-4.664911828391645]"
1718,s3://p8marionflore/Test/Lemon/r_319_100.jpg,Lemon,"[-0.40010435443863973,-2.302989493008673]"
1719,s3://p8marionflore/Test/Pomegranate/r_267_100.jpg,Pomegranate,"[11.450884159910423,3.279608826411637]"
1720,s3://p8marionflore/Test/Potato Sweet/164_100.jpg,Potato Sweet,"[-3.6435668480916528,9.434687392223523]"
1721,s3://p8marionflore/Test/Potato Sweet/94_100.jpg,Potato Sweet,"[-4.5645880196807,7.450483434491067]"
1722,s3://p8marionflore/Test/Pear 2/273_100.jpg,Pear 2,"[-0.37360881016842057,-5.1536716550809825]"
1723,s3://p8marionflore/Test/Cherry Rainier/r_47_100.jpg,Cherry Rainier,"[8.256829099960978,0.051998200981296656]"
1724,s3://p8marionflore/Test/Tomato 3/253_100.jpg,Tomato 3,"[11.002461234576778,5.737535264653197]"
1725,s3://p8marionflore/Test/Dates/80_100.jpg,Dates,"[-5.107932096869636,12.000894921570909]"
1726,s3://p8marionflore/Test/Maracuja/18_100.jpg,Maracuja,"[3.383074221916139,-7.57991641864829]"
1727,s3://p8marionflore/Test/Dates/r_45_100.jpg,Dates,"[-4.0699195864902515,9.631684050677212]"
1728,s3://p8marionflore/Test/Kaki/280_100.jpg,Kaki,"[14.620221933047164,1.5422797265718136]"
1729,s3://p8marionflore/Test/Kaki/5_100.jpg,Kaki,"[14.367387775534201,1.6531131379692485]"
1730,s3://p8marionflore/Test/Tomato 3/301_100.jpg,Tomato 3,"[8.712202493655278,3.5475745798167964]"
1731,s3://p8marionflore/Test/Pear Monster/r_236_100.jpg,Pear Monster,"[-1.47256751070212,-5.7118042988988345]"
1732,s3://p8marionflore/Test/Lemon/r_180_100.jpg,Lemon,"[-0.47365631222830756,-4.952061118625193]"
1733,s3://p8marionflore/Test/Pear Monster/78_100.jpg,Pear Monster,"[-0.6436812291128262,-4.738214630301154]"
1734,s3://p8marionflore/Test/Tomato Yellow/r_166_100.jpg,Tomato Yellow,"[12.051505804137435,-4.119523742896224]"
1735,s3://p8marionflore/Test/Papaya/35_100.jpg,Papaya,"[0.04541104012605711,3.6810229907162992]"
1736,s3://p8marionflore/Test/Lemon/r_29_100.jpg,Lemon,"[-1.632744587024683,-1.4094956093358475]"
1737,s3://p8marionflore/Test/Lemon/r_31_100.jpg,Lemon,"[-1.8710602063693467,-2.460128406890277]"
1738,s3://p8marionflore/Test/Papaya/325_100.jpg,Papaya,"[-0.13799603819592351,2.9142026781508763]"
1739,s3://p8marionflore/Test/Kumquats/r_127_100.jpg,Kumquats,"[2.211446004567396,-6.335696345081148]"
1740,s3://p8marionflore/Test/Potato Sweet/176_100.jpg,Potato Sweet,"[-5.861245153092059,11.152188327676944]"
1741,s3://p8marionflore/Test/Avocado ripe/r_46_100.jpg,Avocado ripe,"[0.6405479809089554,10.54999109792928]"
1742,s3://p8marionflore/Test/Kumquats/r_300_100.jpg,Kumquats,"[2.979750245662794,-3.3446023598351147]"
1743,s3://p8marionflore/Test/Quince/160_100.jpg,Quince,"[3.4700152956553416,-4.422556664586281]"
1744,s3://p8marionflore/Test/Dates/277_100.jpg,Dates,"[-5.890534669519858,12.106706773660981]"
1745,s3://p8marionflore/Test/Cherry 2/293_100.jpg,Cherry 2,"[13.535234297396018,3.1992512434999862]"
1746,s3://p8marionflore/Test/Passion Fruit/170_100.jpg,Passion Fruit,"[8.37801924467225,4.853255520400122]"
1747,s3://p8marionflore/Test/Apple Granny Smith/43_100.jpg,Apple Granny Smith,"[3.77914233763264,-1.5565762877161347]"
1748,s3://p8marionflore/Test/Lemon/r_23_100.jpg,Lemon,"[-1.775255539921146,0.18820045355460324]"
1749,s3://p8marionflore/Test/Apple Granny Smith/37_100.jpg,Apple Granny Smith,"[4.581770234647608,-2.267269221734389]"
1750,s3://p8marionflore/Test/Cherry 2/r_67_100.jpg,Cherry 2,"[13.829757569696813,4.3571932754888945]"
1751,s3://p8marionflore/Test/Tomato 3/r2_287_100.jpg,Tomato 3,"[7.859534286700325,5.414195043229285]"
1752,s3://p8marionflore/Test/Cherry 2/72_100.jpg,Cherry 2,"[15.2892418428617,3.778699052397901]"
1753,s3://p8marionflore/Test/Avocado ripe/r_78_100.jpg,Avocado ripe,"[0.07140365268755995,11.509043998068705]"
1754,s3://p8marionflore/Test/Dates/r_77_100.jpg,Dates,"[-3.2609959777396367,7.136742910606145]"
1755,s3://p8marionflore/Test/Apricot/92_100.jpg,Apricot,"[6.83714363440827,-1.538715126994768]"
1756,s3://p8marionflore/Test/Avocado ripe/r_218_100.jpg,Avocado ripe,"[-0.4245473847094099,12.708132491934547]"
1757,s3://p8marionflore/Test/Peach 2/300_100.jpg,Peach 2,"[4.647202106476174,-3.2680796041331206]"
1758,s3://p8marionflore/Test/Mulberry/r_132_100.jpg,Mulberry,"[-3.5621029794360957,8.61716231176346]"
1759,s3://p8marionflore/Test/Peach 2/317_100.jpg,Peach 2,"[5.57584158758979,-3.8132190691727463]"
1760,s3://p8marionflore/Test/Maracuja/120_100.jpg,Maracuja,"[3.1429658312246525,-6.587269290462238]"
1761,s3://p8marionflore/Test/Mulberry/r_135_100.jpg,Mulberry,"[-3.9851576928373795,8.231939246570494]"
1762,s3://p8marionflore/Test/Kohlrabi/226_100.jpg,Kohlrabi,"[-4.001315762989539,7.676299530690786]"
1763,s3://p8marionflore/Test/Physalis with Husk/r_62_100.jpg,Physalis with Husk,"[-6.427648015601867,3.654733967790548]"
1764,s3://p8marionflore/Test/Pear Williams/r_143_100.jpg,Pear Williams,"[-3.8718164047238246,-2.7222682473996627]"
1765,s3://p8marionflore/Test/Tamarillo/r_107_100.jpg,Tamarillo,"[15.79409511937941,2.852193777938041]"
1766,s3://p8marionflore/Test/Cherry Rainier/r_31_100.jpg,Cherry Rainier,"[6.739204744349396,0.5174609484050221]"
1767,s3://p8marionflore/Test/Tomato Cherry Red/201_100.jpg,Tomato Cherry Red,"[18.313264443346817,3.300942101542322]"
1768,s3://p8marionflore/Test/Physalis with Husk/r_6_100.jpg,Physalis with Husk,"[-5.232633849059848,4.053404032096445]"
1769,s3://p8marionflore/Test/Physalis with Husk/r_3_100.jpg,Physalis with Husk,"[-5.578539764275904,4.091850297547072]"
1770,s3://p8marionflore/Test/Pear Monster/r_228_100.jpg,Pear Monster,"[-1.7812322958928188,-5.532379111924099]"
1771,s3://p8marionflore/Test/Tomato Cherry Red/67_100.jpg,Tomato Cherry Red,"[19.479204680866598,2.9482224988777816]"
1772,s3://p8marionflore/Test/Plum 3/r2_6_100.jpg,Plum 3,"[6.92179303302966,13.060314234462979]"
1773,s3://p8marionflore/Test/Tamarillo/r_205_100.jpg,Tamarillo,"[16.366952581324426,5.2282663625864725]"
1774,s3://p8marionflore/Test/Cherry 1/r_92_100.jpg,Cherry 1,"[10.335762963759484,11.490222493156654]"
1775,s3://p8marionflore/Test/Pear Abate/253_100.jpg,Pear Abate,"[-5.637294149690385,2.485070719583749]"
1776,s3://p8marionflore/Test/Pear Williams/r_260_100.jpg,Pear Williams,"[0.00449476766689765,-3.348734035618412]"
1777,s3://p8marionflore/Test/Granadilla/112_100.jpg,Granadilla,"[5.421705550271665,-3.3881907342143918]"
1778,s3://p8marionflore/Test/Plum 3/r2_247_100.jpg,Plum 3,"[6.23144930857135,13.496829354006621]"
1779,s3://p8marionflore/Test/Tamarillo/r_120_100.jpg,Tamarillo,"[15.451984434318812,2.275630066542192]"
1780,s3://p8marionflore/Test/Avocado ripe/r_88_100.jpg,Avocado ripe,"[0.5034128234331484,11.316797864426823]"
1781,s3://p8marionflore/Test/Cherry Rainier/109_100.jpg,Cherry Rainier,"[8.660587078645655,0.9338002461372739]"
1782,s3://p8marionflore/Test/Pear Monster/r_205_100.jpg,Pear Monster,"[-2.150067190685595,-3.912898311485946]"
1783,s3://p8marionflore/Test/Cherry 1/r_5_100.jpg,Cherry 1,"[9.638870664807381,12.853603267449822]"
1784,s3://p8marionflore/Test/Kaki/r_184_100.jpg,Kaki,"[10.384357847944809,2.895701824212756]"
1785,s3://p8marionflore/Test/Kaki/r_162_100.jpg,Kaki,"[12.819631072711728,3.153049695040207]"
1786,s3://p8marionflore/Test/Plum 3/r2_9_100.jpg,Plum 3,"[7.233635165078035,12.537835618973913]"
1787,s3://p8marionflore/Test/Pepino/r_268_100.jpg,Pepino,"[1.6517783842413403,0.2481521664449767]"
1788,s3://p8marionflore/Test/Cherry 1/r_61_100.jpg,Cherry 1,"[10.670117624284444,12.274881209822633]"
1789,s3://p8marionflore/Test/Pear Williams/2_100.jpg,Pear Williams,"[-1.8012910164840936,-2.646799704042576]"
1790,s3://p8marionflore/Test/Cherry 1/r_87_100.jpg,Cherry 1,"[11.031161865060218,11.577820793015619]"
1791,s3://p8marionflore/Test/Tomato Cherry Red/r_297_100.jpg,Tomato Cherry Red,"[19.192632270868963,2.747447210148681]"
1792,s3://p8marionflore/Test/Physalis/57_100.jpg,Physalis,"[9.252713013553986,-4.117360134422738]"
1793,s3://p8marionflore/Test/Salak/r_201_100.jpg,Salak,"[1.4500915968009145,4.548826388407676]"
1794,s3://p8marionflore/Test/Salak/r_150_100.jpg,Salak,"[-1.017462010648855,4.971221776854407]"
1795,s3://p8marionflore/Test/Granadilla/r_277_100.jpg,Granadilla,"[4.48952049936126,-2.189964997585213]"
1796,s3://p8marionflore/Test/Eggplant/r_86_100.jpg,Eggplant,"[14.009723485565981,10.18182876681182]"
1797,s3://p8marionflore/Test/Granadilla/r_29_100.jpg,Granadilla,"[6.203082942334694,-1.87411988944179]"
1798,s3://p8marionflore/Test/Granadilla/r_16_100.jpg,Granadilla,"[5.2798953231776995,-1.4054908947138545]"
1799,s3://p8marionflore/Test/Plum 3/r3_3_100.jpg,Plum 3,"[3.216904504750607,12.413321100116391]"
1800,s3://p8marionflore/Test/Salak/r_286_100.jpg,Salak,"[0.3151506160744037,4.32878311164019]"
1801,s3://p8marionflore/Test/Plum 3/292_100.jpg,Plum 3,"[5.59662457715526,8.137611060010014]"
1802,s3://p8marionflore/Test/Plum 3/r3_39_100.jpg,Plum 3,"[4.274294644022743,13.603373227020692]"
1803,s3://p8marionflore/Test/Physalis/r_11_100.jpg,Physalis,"[9.511223063656516,-4.099681777987664]"
1804,s3://p8marionflore/Test/Grape White 4/r_292_100.jpg,Grape White 4,"[6.359092347233631,3.212154902288757]"
1805,s3://p8marionflore/Test/Grape White 4/r_296_100.jpg,Grape White 4,"[5.191667485324842,3.583204812474069]"
1806,s3://p8marionflore/Test/Granadilla/r_147_100.jpg,Granadilla,"[4.4366148627086295,-2.6354959460860643]"
1807,s3://p8marionflore/Test/Grape White 3/r_190_100.jpg,Grape White 3,"[4.388206832968405,-1.4611289076838163]"
1808,s3://p8marionflore/Test/Grape White 3/152_100.jpg,Grape White 3,"[3.0210976949503827,0.12345882850245803]"
1809,s3://p8marionflore/Test/Grape White 3/119_100.jpg,Grape White 3,"[2.245540673804732,-0.04921963561121225]"
1810,s3://p8marionflore/Test/Grape White 3/r_171_100.jpg,Grape White 3,"[5.3694888003681145,0.4334071535331195]"
1811,s3://p8marionflore/Test/Cherry Wax Red/207_100.jpg,Cherry Wax Red,"[18.596102202664017,8.11897151300093]"
1812,s3://p8marionflore/Test/Plum 3/r_167_100.jpg,Plum 3,"[8.443973143434258,9.669359855218126]"
1813,s3://p8marionflore/Test/Grape White 4/r_73_100.jpg,Grape White 4,"[3.771381226519327,2.1317385514413845]"
1814,s3://p8marionflore/Test/Corn Husk/r_117_100.jpg,Corn Husk,"[-4.276138018369271,5.159001946091842]"
1815,s3://p8marionflore/Test/Tamarillo/69_100.jpg,Tamarillo,"[14.635756168966298,2.5779308708562376]"
1816,s3://p8marionflore/Test/Tamarillo/57_100.jpg,Tamarillo,"[14.070799126634483,1.7994502681360665]"
1817,s3://p8marionflore/Test/Cherry Wax Yellow/273_100.jpg,Cherry Wax Yellow,"[15.094827875682054,-2.5011047309564884]"
1818,s3://p8marionflore/Test/Grape White 4/52_100.jpg,Grape White 4,"[6.321177534684651,3.3031681861627593]"
